iter	Logloss
293	0.326874283
294	0.3266930217
295	0.3265855538
296	0.3264768629
297	0.3263214399
298	0.3261344786
299	0.3259095107
300	0.3258637723
301	0.3256945384
302	0.3256234823
303	0.3255157297
304	0.3254691142
305	0.3253597126
306	0.3250244997
307	0.3248654502
308	0.324680306
309	0.324598249
310	0.3244455328
311	0.3242678809
312	0.324181503
313	0.3240957453
314	0.3239035071
315	0.3237087641
316	0.3236202104
317	0.3235341966
318	0.323476527
319	0.3232901835
320	0.3231602977
321	0.3230264927
322	0.3229357864
323	0.3228072802
324	0.3227325677
325	0.3226166133
326	0.322466256
327	0.3223494072
328	0.3222218673
329	0.3220826295
330	0.3219357205
331	0.3217302844
332	0.3216092079
333	0.3214881928
334	0.3213754005
335	0.3211943271
336	0.3210562108
337	0.3208370019
338	0.3206886831
339	0.3204514338
340	0.3203050411
341	0.3202159208
342	0.3200679719
343	0.3199551203
344	0.3197643425
345	0.3196434574
346	0.3195152822
347	0.3193961254
348	0.3192804308
349	0.3191550399
350	0.3190528141
351	0.3188940532
352	0.3187440971
353	0.3186273132
354	0.3185240166
355	0.3183587786
356	0.3181907573
357	0.3180404836
358	0.3179161322
359	0.3177914834
360	0.3176746097
361	0.3175612595
362	0.3174911318
363	0.3173906666
364	0.3171972715
365	0.3171433515
366	0.3170180101
367	0.316875371
368	0.316781724
369	0.3166516129
370	0.3165745862
371	0.3164225129
372	0.316272808
373	0.316147698
374	0.3160490926
375	0.3159213603
376	0.3157856419
377	0.3156324277
378	0.3155536365
379	0.3153980441
380	0.3152533859
381	0.315145157
382	0.3150389273
383	0.3149632766
384	0.3148701145
385	0.3147689609
386	0.3145748304
387	0.3144508739
388	0.3143172708
389	0.3142020735
390	0.3140094766
391	0.3139145364
392	0.3137957747
393	0.313648196
394	0.3135156591
395	0.3134361834
396	0.3133605374
397	0.3132605419
398	0.3131350871
399	0.3130044407
400	0.3128739392
401	0.3127426516
402	0.3126205885
403	0.3124782194
404	0.3123744607
405	0.3122567505
406	0.3121491727
407	0.3120717693
408	0.3119558256
409	0.3118115549
410	0.3116109394
411	0.3114954698
412	0.3113789235
413	0.3112705003
414	0.3111752635
415	0.310959024
416	0.3108379754
417	0.3107399637
418	0.3106275732
419	0.3105120187
420	0.3104047753
421	0.3102971116
422	0.3101713708
423	0.310031223
424	0.309904375
425	0.309797758
426	0.3096609251
427	0.3095268137
428	0.3094148894
429	0.3092579375
430	0.3091464741
431	0.3090789118
432	0.3089923152
433	0.3088546596
434	0.3087320414
435	0.3086155965
436	0.3085130839
437	0.3084311741
438	0.3083246718
439	0.3082450498
440	0.3080835058
441	0.3080099216
442	0.3079086282
443	0.3077632876
444	0.3075567119
445	0.3074483882
446	0.3073212306
447	0.3072002639
448	0.3070617517
449	0.3069473432
450	0.3068795001
451	0.3068040493
452	0.3067115649
453	0.306607969
454	0.3065361329
455	0.3064165041
456	0.3062474287
457	0.3061440777
458	0.3060615604
459	0.3059568641
460	0.3058758601
461	0.3057610328
462	0.3056785339
463	0.3055851392
464	0.305476478
465	0.3052262731
466	0.3051121487
467	0.3050163232
468	0.3049109492
469	0.304806864
470	0.304694757
471	0.3045645356
472	0.3043885071
473	0.304297965
474	0.3040828483
475	0.3039882048
476	0.3038674934
477	0.3037164377
478	0.3035974145
479	0.3034700486
480	0.3033800752
481	0.3032669389
482	0.3031347149
483	0.3030261528
484	0.3029501086
485	0.3028150017
486	0.3027097996
487	0.3025848327
488	0.3024611333
489	0.3023140087
490	0.3022290531
491	0.302153881
492	0.3019910649
493	0.3019018487
494	0.3017656851
495	0.3016176971
496	0.3015316283
497	0.3014329678
498	0.3013328967
499	0.3012731637
500	0.3011119901
501	0.3010121689
502	0.300934922
503	0.3008589766
504	0.3007707162
505	0.3006325753
506	0.3004797685
507	0.3003578517
508	0.3002278385
509	0.3000893584
510	0.3000008402
511	0.2998233395
512	0.2996748105
513	0.2995454707
514	0.2994236647
515	0.2993687405
516	0.2992873562
517	0.2991158539
518	0.2990299246
519	0.2988442049
520	0.2987310977
521	0.2986124264
522	0.2984728886
523	0.298367212
524	0.2982979616
525	0.2982072247
526	0.2980576178
527	0.2979312897
528	0.2978175853
529	0.2977423648
530	0.2976362702
531	0.2975011029
532	0.2973818727
533	0.2972414536
534	0.2971498941
535	0.2970316523
536	0.2967830389
537	0.2966176666
538	0.2964899005
539	0.2964392629
540	0.296318695
541	0.2961963324
542	0.2961346564
543	0.2960499589
544	0.295934143
545	0.2958278528
546	0.2957148329
547	0.2956376063
548	0.2954983257
549	0.2953238113
550	0.2952181188
551	0.2951344343
552	0.295024201
553	0.2949557223
554	0.2948357926
555	0.2946971924
556	0.2945608245
557	0.2944337369
558	0.2943661573
559	0.2942548453
560	0.294118806
561	0.2939999148
562	0.2938589087
563	0.2937133758
564	0.2935696308
565	0.2934700912
566	0.2933752023
567	0.2932403479
568	0.2931417583
569	0.2929557025
570	0.292800004
571	0.2926310423
572	0.292531428
573	0.2924247962
574	0.2923331875
575	0.2921812639
576	0.2920774245
577	0.2919819473
578	0.291883295
579	0.2917761572
580	0.2916458407
581	0.2915627613
582	0.2914843666
583	0.2914027292
584	0.2913002013
585	0.2911880763
586	0.2909908119
587	0.2909004194
588	0.2908276975
589	0.2907252608
590	0.290662355
591	0.290562965
592	0.290488653
593	0.2904057317
594	0.2903033619
595	0.2901969062
596	0.2900428647
597	0.2899494223
598	0.2898205604
599	0.2896936415
600	0.2896299351
601	0.2895283426
602	0.2894184665
603	0.289298778
604	0.2891882695
605	0.2890998907
606	0.2889970232
607	0.2889044258
608	0.2888091355
609	0.2886728294
610	0.288607312
611	0.2885230602
612	0.2884223315
613	0.2883214584
614	0.2882101098
615	0.2881121643
616	0.2879792545
617	0.2878770365
618	0.2877711871
619	0.2876415001
620	0.2875733149
621	0.2874799713
622	0.2874068334
623	0.2872993288
624	0.2872135151
625	0.2871207851
626	0.2870194977
627	0.2869153675
628	0.2867495793
629	0.2866551437
630	0.2865530583
631	0.286428777
632	0.2863312645
633	0.286188908
634	0.2861130574
635	0.2860527494
636	0.2859543628
637	0.2858556442
638	0.2857226687
639	0.2856546913
640	0.2855831363
641	0.2854947185
642	0.285416204
643	0.2853238835
644	0.2852368503
645	0.2851488117
646	0.2850509506
647	0.2849223983
648	0.2848640119
649	0.2847808249
650	0.2846471811
651	0.2845354855
652	0.2844709668
653	0.2843793004
654	0.2842795835
655	0.2842040176
656	0.2841613601
657	0.2839923405
658	0.2839089573
659	0.2837842341
660	0.2836652567
661	0.283573222
662	0.283478871
663	0.28337125
664	0.2832713838
665	0.2831868844
666	0.2830953589
667	0.2830106135
668	0.2829231591
669	0.2828414498
670	0.282736316
671	0.2826500064
672	0.2825836006
673	0.2825058665
674	0.2824143944
675	0.282282894
676	0.2821980948
677	0.2821430277
678	0.282069462
679	0.2820114439
680	0.281921864
681	0.2818296543
682	0.2817333492
683	0.2816846782
684	0.2815968156
685	0.281520803
686	0.2813848363
687	0.2812849971
688	0.2812024918
689	0.2811127172
690	0.2809884287
691	0.280902395
692	0.280805933
693	0.2807254288
694	0.2805639038
695	0.2805078881
696	0.2804256416
697	0.2803164844
698	0.2802196648
699	0.2801185806
700	0.2800147024
701	0.2799203151
702	0.2797996303
703	0.2797110871
704	0.2796589775
705	0.279524641
706	0.2794134028
707	0.27929504
708	0.2791910811
709	0.2790275524
710	0.2789186734
711	0.2787991423
712	0.2786576887
713	0.2786053999
714	0.2784643361
715	0.2783519679
716	0.2782827915
717	0.2781569513
718	0.2779922781
719	0.2779128325
720	0.2778632252
721	0.2777709544
722	0.2776898734
723	0.2776154223
724	0.2775387182
725	0.2774200498
726	0.2773526842
727	0.2772296967
728	0.2771317072
729	0.277055291
730	0.276965665
731	0.2768932343
732	0.2767921977
733	0.2767161468
734	0.2766317636
735	0.2765625323
736	0.2764865803
737	0.2763956474
738	0.2763292353
739	0.2762556964
740	0.2761568113
741	0.2760392766
742	0.2759791939
743	0.275912523
744	0.2758447594
745	0.2757448311
746	0.2756697946
747	0.2755695563
748	0.2754560488
749	0.2753260268
750	0.2752585457
751	0.2751586539
752	0.2750379558
753	0.2749818398
754	0.2748951222
755	0.2748080198
756	0.2746589867
757	0.2746176683
758	0.2745480804
759	0.2744660898
760	0.2744070611
761	0.2743130147
762	0.2742149856
763	0.2741124907
764	0.2740498611
765	0.2739390403
766	0.2738810489
767	0.2737962069
768	0.2736815384
769	0.2736255191
770	0.2735517606
771	0.2735001188
772	0.2734248834
773	0.2733144886
774	0.2732175679
775	0.2730871822
776	0.2729822583
777	0.2729301427
778	0.2728285431
779	0.2727548091
780	0.2726642281
781	0.2725896114
782	0.272495467
783	0.2723564753
784	0.272242552
785	0.272160768
786	0.272063141
787	0.2719149231
788	0.271845006
789	0.2717151702
790	0.2716033285
791	0.2714686446
792	0.2714035442
793	0.2713228089
794	0.2712461989
795	0.2711799468
796	0.2711385347
797	0.2710787379
798	0.2709478361
799	0.2708921424
800	0.2708317336
801	0.2707825492
802	0.2707197599
803	0.2705913659
804	0.2705029815
805	0.2704003611
806	0.2703322294
807	0.2702225698
808	0.270132212
809	0.27004448
810	0.269963114
811	0.2699010112
812	0.2698329453
813	0.2697612363
814	0.2696898065
815	0.2695310165
816	0.2694581956
817	0.2693818372
818	0.2693029849
819	0.2692205851
820	0.269184372
821	0.2691213849
822	0.2690068579
823	0.2688918439
824	0.2687763681
825	0.2687104403
826	0.2686340642
827	0.2685707728
828	0.2684932775
829	0.2684160215
830	0.2683274869
831	0.2682546109
832	0.2682027451
833	0.2681025745
834	0.2680167957
835	0.2679263547
836	0.267849788
837	0.2677493797
838	0.2676763261
839	0.2675874798
840	0.2674837188
841	0.267373381
842	0.2673225955
843	0.2672288478
844	0.2671637841
845	0.2670969377
846	0.2670355599
847	0.2669339798
848	0.2668284251
849	0.2667479972
850	0.2666475373
851	0.2665464008
852	0.2664884391
853	0.2664267087
854	0.2663565997
855	0.2662345241
856	0.266193051
857	0.2661259983
858	0.2660216338
859	0.2659622887
860	0.2658736423
861	0.265788273
862	0.2657271209
863	0.2656842745
864	0.2656160905
865	0.2655322835
866	0.2654228921
867	0.2652906007
868	0.2652159772
869	0.2650789873
870	0.2650014343
871	0.2649655672
872	0.2648930101
873	0.2647926204
874	0.264730047
875	0.2645945606
876	0.2644895038
877	0.2644012919
878	0.2642641539
879	0.2641641189
880	0.2641091081
881	0.2640261001
882	0.2639603195
883	0.2639082433
884	0.2638302356
885	0.2637703726
886	0.2636968149
887	0.2636037899
888	0.2634738391
889	0.2634176758
890	0.263338954
891	0.2632522511
892	0.2631814326
893	0.2630510995
894	0.2629667492
895	0.2629372389
896	0.2628774023
897	0.2627757981
898	0.2627068728
899	0.2626455842
900	0.2625601134
901	0.2624911711
902	0.262423606
903	0.2623667268
904	0.2623087627
905	0.2622340742
906	0.2621750492
907	0.2620925417
908	0.2620207951
909	0.2619516984
910	0.2619078122
911	0.2618104389
912	0.2617458315
913	0.2616764436
914	0.261567607
915	0.2614966319
916	0.2614181315
917	0.261315708
918	0.261258544
919	0.2611625755
920	0.2610426056
921	0.2609289591
922	0.2608883336
923	0.2607981348
924	0.2607296067
925	0.2606610605
926	0.2605488497
927	0.2604575302
928	0.2603822575
929	0.2603200058
930	0.2602556606
931	0.2601919088
932	0.2601291967
933	0.2600579641
934	0.2600180798
935	0.2599182694
936	0.2598500969
937	0.2597817386
938	0.2596920237
939	0.2596534071
940	0.2595929444
941	0.2594890312
942	0.2594108311
943	0.2593468453
944	0.2592329739
945	0.2591348802
946	0.2590778298
947	0.258961295
948	0.2588776953
949	0.2587667794
950	0.2586966325
951	0.2586332067
952	0.2585484063
953	0.2584481809
954	0.258358671
955	0.2582621635
956	0.2581522405
957	0.2580836157
958	0.257973896
959	0.2579202613
960	0.2578176187
961	0.257731318
962	0.2576413671
963	0.2575745397
964	0.2575068634
965	0.257432629
966	0.2573436975
967	0.2572519963
968	0.2571659323
969	0.2571048747
970	0.2570139248
971	0.2569545605
972	0.2568799809
973	0.2567781436
974	0.2567223907
975	0.2566993365
976	0.2566278506
977	0.2565841816
978	0.2565220434
979	0.2564583959
980	0.2563702925
981	0.2562503581
982	0.2561806327
983	0.2561194374
984	0.2560786248
985	0.2559877833
986	0.2559111782
987	0.2558161786
988	0.2557715931
989	0.2557166265
990	0.2556097186
991	0.2555288592
992	0.2554091024
993	0.2553412388
994	0.2552511281
995	0.2551704709
996	0.2551094843
997	0.2550254094
998	0.2549423055
999	0.2548745368
